artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,git_url,project_owner,project_name,api_url,mandatory_language,pom_exist,versions
io.sdks:ev-recharge-sdk,io.sdks:ev-recharge-sdk:1.2.0,1.2.0,1721825435000,0,4,3,https://github.com/sdks-io/ev-recharge-java-sdk,sdks-io,ev-recharge-java-sdk,https://api.github.com/repos/sdks-io/ev-recharge-java-sdk/languages,Java,True,"[{'name': '1.2.0', 'ts': 1721825435000}, {'name': '1.1.0', 'ts': 1721821856000}, {'name': '1.0.0', 'ts': 1716877851000}]"
ch.randelshofer:org.jhotdraw8.collection,ch.randelshofer:org.jhotdraw8.collection:0.3,0.3,1716631621000,9,2,1,https://github.com/wrandelshofer/jhotdraw8.git/org.jhotdraw8.collection,wrandelshofer,jhotdraw8,https://api.github.com/repos/wrandelshofer/jhotdraw8/languages,Java,True,"[{'name': '0.3', 'ts': 1716631621000}, {'name': '0.1', 'ts': 1710066481000}, {'name': '0.2', 'ts': 1712068554000}]"
com.rubiconproject.oss:chendra,com.rubiconproject.oss:chendra:1.0.8,1.0.8,1331315163000,0,7,5,git@github.com:samtingleff/chendra.git,samtingleff,chendra,https://api.github.com/repos/samtingleff/chendra/languages,Java,True,"[{'name': '1.0.8', 'ts': 1331315163000}]"
sh.tak.appbundler:appbundle-maven-plugin,sh.tak.appbundler:appbundle-maven-plugin:1.2.0,1.2.0,1475124231000,0,7,6,https://github.com/federkasten/appbundle-maven-plugin.git,federkasten,appbundle-maven-plugin,https://api.github.com/repos/federkasten/appbundle-maven-plugin/languages,Java,True,"[{'name': '1.0.3', 'ts': 1437643680000}, {'name': '1.0.1', 'ts': 1423990629000}, {'name': '1.0.0', 'ts': 1423975835000}, {'name': '1.0.2', 'ts': 1427252757000}, {'name': '1.0.4', 'ts': 1437647767000}, {'name': '1.2.0', 'ts': 1475124231000}, {'name': '1.1.1', 'ts': 1472537412000}, {'name': '1.1.0', 'ts': 1457847563000}]"
org.tickcode:BroadcastingInterfaces,org.tickcode:BroadcastingInterfaces:0.1.2,0.1.2,1355003501000,0,6,5,git@github.com:tickcode/BroadcastingInterfaces.git,tickcode,BroadcastingInterfaces,https://api.github.com/repos/tickcode/BroadcastingInterfaces/languages,Java,True,"[{'name': '0.0.1', 'ts': 1348018219000}, {'name': '0.1.2', 'ts': 1355003501000}, {'name': '0.1.1', 'ts': 1353773440000}]"
org.cubeengine.maven.plugins:githead-maven-plugin,org.cubeengine.maven.plugins:githead-maven-plugin:1.1.0,1.1.0,1518978627000,0,3,3,https://github.com/CubeEngine/githead-maven-plugin,CubeEngine,githead-maven-plugin,https://api.github.com/repos/CubeEngine/githead-maven-plugin/languages,Java,True,"[{'name': '1.1.0', 'ts': 1518978627000}]"
no.avexis:image-uploader,no.avexis:image-uploader:1.0.0,1.0.0,1508581973000,0,6,2,https://github.com/Avexis/image-uploader,Avexis,image-uploader,https://api.github.com/repos/Avexis/image-uploader/languages,Java,True,"[{'name': '1.0.0', 'ts': 1508581973000}]"
org.eclipse.ditto:ditto-signals-acks-things,org.eclipse.ditto:ditto-signals-acks-things:2.0.0-M2,2.0.0-M2,1617870840000,0,8,5,https://github.com/eclipse/ditto.git/ditto-bom/ditto-signals/ditto-signals-acks/ditto-signals-acks-things,eclipse,ditto,https://api.github.com/repos/eclipse/ditto/languages,Java,True,"[{'name': '2.0.0-M1', 'ts': 1613758976000}, {'name': '2.0.0-M2', 'ts': 1617870840000}, {'name': '1.2.0', 'ts': 1598870822000}, {'name': '1.2.1', 'ts': 1599567789000}, {'name': '1.3.0', 'ts': 1601483130000}, {'name': '1.4.0', 'ts': 1603909362000}, {'name': '1.1.1', 'ts': 1589201805000}, {'name': '1.1.2', 'ts': 1593608505000}, {'name': '1.1.0', 'ts': 1588144845000}, {'name': '1.1.3', 'ts': 1595245183000}, {'name': '1.1.5', 'ts': 1598350996000}, {'name': '1.5.1', 'ts': 1608623360000}, {'name': '1.5.0', 'ts': 1607609484000}]"
com.github.kristianhelgesen.aramis:aramis,com.github.kristianhelgesen.aramis:aramis:1.2,1.2,1401048621000,0,7,3,https://github.com/kristianhelgesen/aramis,kristianhelgesen,aramis,https://api.github.com/repos/kristianhelgesen/aramis/languages,Java,True,"[{'name': '1.2', 'ts': 1401048621000}, {'name': '1.1', 'ts': 1385934247000}, {'name': '1.0', 'ts': 1375994852000}]"
org.bboxdb:bboxdb,org.bboxdb:bboxdb:0.3.6,0.3.6,1511210686000,0,16,16,https://github.com/jnidzwetzki/bboxdb/tree/master,jnidzwetzki,bboxdb,https://api.github.com/repos/jnidzwetzki/bboxdb/languages,Java,True,"[{'name': '0.3.6', 'ts': 1511210686000}, {'name': '0.3.5', 'ts': 1509997468000}]"
com.vaynberg.wicket.select25:wicket-select25,com.vaynberg.wicket.select25:wicket-select25:1.7,1.7,1591138621000,0,3,2,https://github.com/ivaynberg/wicket-select25,ivaynberg,wicket-select25,https://api.github.com/repos/ivaynberg/wicket-select25/languages,Java,True,"[{'name': '1.5', 'ts': 1589475964000}, {'name': '1.4', 'ts': 1587749313000}, {'name': '1.7', 'ts': 1591138621000}, {'name': '1.1', 'ts': 1584547061000}, {'name': '1.3', 'ts': 1586273667000}, {'name': '1.0', 'ts': 1584122480000}, {'name': '1.2', 'ts': 1585842243000}]"
net.colesico.framework:colesico-openapi,net.colesico.framework:colesico-openapi:5.3.0,5.3.0,1701090434000,0,5,5,https://github.com/colesico/colesico-framework,colesico,colesico-framework,https://api.github.com/repos/colesico/colesico-framework/languages,Java,True,"[{'name': '5.3.0', 'ts': 1701090434000}, {'name': '5.2.2', 'ts': 1668684128000}, {'name': '5.2.0', 'ts': 1648020401000}, {'name': '5.2.1', 'ts': 1666687389000}, {'name': '5.0.0', 'ts': 1633423774000}, {'name': '5.1.0', 'ts': 1636356751000}, {'name': '5.1.1', 'ts': 1638518037000}]"
org.eclipse.digitaltwin.basyx:basyx.aasrepository-feature-mqtt,org.eclipse.digitaltwin.basyx:basyx.aasrepository-feature-mqtt:2.0.0-milestone-03.1,2.0.0-milestone-03.1,1722954083000,1,5,5,https://github.com/eclipse-basyx/basyx-java-server-sdk/tree/main/basyx.aasrepository/basyx.aasrepository-feature-mqtt,eclipse-basyx,basyx-java-server-sdk,https://api.github.com/repos/eclipse-basyx/basyx-java-server-sdk/languages,Java,True,"[{'name': '2.0.0-milestone-03.1', 'ts': 1722954083000}, {'name': '2.0.0-milestone-03', 'ts': 1722527435000}, {'name': '2.0.0-milestone-02', 'ts': 1709914478000}]"
com.araguacaima:orpheus-db-test-jar,com.araguacaima:orpheus-db-test-jar:1.0.2,1.0.2,1623544237000,0,2,2,scm:git:https://github.com/araguacaima/orpheus-db-test-jar,araguacaima,orpheus-db-test-jar,https://api.github.com/repos/araguacaima/orpheus-db-test-jar/languages,Java,True,"[{'name': '1.0.2', 'ts': 1623544237000}]"
net.hydromatic:eigenbase-xom,net.hydromatic:eigenbase-xom:1.3.7,1.3.7,1643325126000,0,3,2,scm:git:git://github.com/julianhyde/eigenbase-xom.git,julianhyde,eigenbase-xom,https://api.github.com/repos/julianhyde/eigenbase-xom/languages,Java,True,"[{'name': '1.3.7', 'ts': 1643325126000}, {'name': '1.3.6', 'ts': 1605219402000}]"
com.pastdev:jsch-nio,com.pastdev:jsch-nio:1.0.14,1.0.14,1570722806000,5,4,1,http://github.com/lucastheisen/jsch-nio,lucastheisen,jsch-nio,https://api.github.com/repos/lucastheisen/jsch-nio/languages,Java,True,"[{'name': '0.1.0', 'ts': 1372521166000}, {'name': '0.1.3', 'ts': 1414257922000}, {'name': '0.1.6', 'ts': 1437157126000}, {'name': '0.1.9', 'ts': 1457110100000}, {'name': '0.1.5', 'ts': 1430693415000}, {'name': '0.1.4', 'ts': 1414609752000}, {'name': '0.1.7', 'ts': 1437230371000}, {'name': '0.1.8', 'ts': 1446757900000}, {'name': '1.0.8', 'ts': 1520725997000}, {'name': '1.0.9', 'ts': 1524270951000}, {'name': '1.0.7', 'ts': 1518896052000}, {'name': '1.0.3', 'ts': 1472518912000}, {'name': '1.0.6', 'ts': 1518885687000}, {'name': '1.0.5', 'ts': 1501268029000}, {'name': '1.0.2', 'ts': 1457800744000}, {'name': '1.0.4', 'ts': 1483744240000}, {'name': '1.0.10', 'ts': 1527108615000}, {'name': '1.0.11', 'ts': 1535563440000}, {'name': '1.0.14', 'ts': 1570722806000}, {'name': '1.0.13', 'ts': 1560518029000}, {'name': '1.0.12', 'ts': 1537898520000}]"
io.github.wistefan:gatling-aggregation-maven-plugin,io.github.wistefan:gatling-aggregation-maven-plugin:0.0.2,0.0.2,1606833074000,0,7,6,https://github.com/wistefan/gatling-aggregation-maven-plugin/tree/master,wistefan,gatling-aggregation-maven-plugin,https://api.github.com/repos/wistefan/gatling-aggregation-maven-plugin/languages,Java,True,"[{'name': '0.0.2', 'ts': 1606833074000}, {'name': '0.0.1', 'ts': 1606115042000}]"
de.ralfebert:serialletter,de.ralfebert:serialletter:1.0.0,1.0.0,1303435933000,0,3,2,git@github.com:ralfebert/serialletter.git,ralfebert,serialletter,https://api.github.com/repos/ralfebert/serialletter/languages,Java,True,"[{'name': '1.0.0', 'ts': 1303435933000}]"
nl.42:spring-boot-starter-csv,nl.42:spring-boot-starter-csv:3.2.0,3.2.0,1716886587000,0,10,7,https://github.com/42BV/spring-boot-starter-csv,42BV,spring-boot-starter-csv,https://api.github.com/repos/42BV/spring-boot-starter-csv/languages,Java,True,"[{'name': '3.2.0', 'ts': 1716886587000}, {'name': '3.1.1', 'ts': 1710863091000}, {'name': '3.1.0', 'ts': 1699988365000}, {'name': '2.0.0', 'ts': 1675947145000}, {'name': '1.1.2', 'ts': 1605524730000}, {'name': '1.1.3', 'ts': 1609752473000}, {'name': '1.1.1', 'ts': 1605521346000}, {'name': '1.1.0', 'ts': 1604580282000}, {'name': '1.1.5', 'ts': 1620628861000}, {'name': '1.1.4', 'ts': 1620307951000}, {'name': '0.1.1', 'ts': 1571753463000}, {'name': '0.1.0', 'ts': 1571038135000}, {'name': '0.1.2', 'ts': 1574070002000}, {'name': '0.2.0', 'ts': 1574237095000}, {'name': '0.0.1', 'ts': 1562932444000}, {'name': '0.3.0', 'ts': 1578924668000}, {'name': '3.0.1', 'ts': 1681206026000}, {'name': '3.0.0', 'ts': 1677156111000}]"
com.chaschev:chutils,com.chaschev:chutils:1.4,1.4,1389561588000,0,11,9,git@github.com:chaschev/chutils.git,chaschev,chutils,https://api.github.com/repos/chaschev/chutils/languages,Java,True,"[{'name': '1.2', 'ts': 1388752993000}, {'name': '1.0', 'ts': 1378281349000}, {'name': '1.1', 'ts': 1380570487000}, {'name': '1.4', 'ts': 1389561588000}]"
com.subshell.maven:resolver-maven-plugin,com.subshell.maven:resolver-maven-plugin:1.0.2,1.0.2,1675419497000,0,6,1,http://github.com/teetrinkers/resolver-maven-plugin,teetrinkers,resolver-maven-plugin,https://api.github.com/repos/teetrinkers/resolver-maven-plugin/languages,Java,True,"[{'name': '1.0.1', 'ts': 1438673538000}, {'name': '1.0.2', 'ts': 1675419497000}]"
com.github.dcais:aggra,com.github.dcais:aggra:1.0.1,1.0.1,1601893558000,0,10,8,git@github.com:dcais/aggra.git,dcais,aggra,https://api.github.com/repos/dcais/aggra/languages,Java,True,"[{'name': '1.0.1', 'ts': 1601893558000}]"
de.athalis.coreasm:coreasm-config,de.athalis.coreasm:coreasm-config:1.7.3-locke-6,1.7.3-locke-6,1669124411000,0,4,4,https://github.com/Locke/coreasm.core/coreasm-config,Locke,coreasm.core,https://api.github.com/repos/Locke/coreasm.core/languages,Java,True,"[{'name': '1.7.3-locke-6', 'ts': 1669124411000}, {'name': '1.7.3-locke-5', 'ts': 1641798171000}, {'name': '1.7.3-locke-4', 'ts': 1569611663000}]"
de.denktmit.testsupport.spring:spring-test-initializers,de.denktmit.testsupport.spring:spring-test-initializers:0.1.2,0.1.2,1708429451000,0,10,5,https://github.com/DenktMit-eG/spring-test-initializers,DenktMit-eG,spring-test-initializers,https://api.github.com/repos/DenktMit-eG/spring-test-initializers/languages,Java,True,"[{'name': '0.1.0', 'ts': 1708029643000}, {'name': '0.1.2', 'ts': 1708429451000}, {'name': '0.1.1', 'ts': 1708031291000}, {'name': '0.0.1', 'ts': 1699747640000}, {'name': '0.0.2', 'ts': 1699749145000}]"
net.beardbot:subsonic-client,net.beardbot:subsonic-client:0.5.1,0.5.1,1724519695000,0,17,7,https://github.com/calne-ca/subsonic-java-client,calne-ca,subsonic-java-client,https://api.github.com/repos/calne-ca/subsonic-java-client/languages,Java,True,"[{'name': '0.4.0', 'ts': 1722079876000}, {'name': '0.5.0', 'ts': 1724438364000}, {'name': '0.5.1', 'ts': 1724519695000}, {'name': '0.2.0', 'ts': 1617904759000}, {'name': '0.3.0', 'ts': 1632693913000}, {'name': '0.1.0', 'ts': 1606694789000}]"
de.samply:reporter,de.samply:reporter:1.1.8,1.1.8,1696872621000,0,16,14,https://github.com/samply/reporter.git,samply,reporter,https://api.github.com/repos/samply/reporter/languages,Java,True,"[{'name': '1.1.7', 'ts': 1696841935000}, {'name': '1.1.8', 'ts': 1696872621000}, {'name': '1.1.4', 'ts': 1696236721000}, {'name': '1.1.6', 'ts': 1696247469000}]"
org.eclipse.ditto:ditto-model-namespaces,org.eclipse.ditto:ditto-model-namespaces:2.0.0-M2,2.0.0-M2,1617870972000,0,6,3,https://github.com/eclipse/ditto.git/ditto-bom/ditto-model/ditto-model-namespaces,eclipse,ditto,https://api.github.com/repos/eclipse/ditto/languages,Java,True,"[{'name': '2.0.0-M2', 'ts': 1617870972000}, {'name': '2.0.0-M1', 'ts': 1613758841000}, {'name': '1.0.0-M3', 'ts': 1572971838000}, {'name': '1.0.0-M2', 'ts': 1572884792000}, {'name': '1.0.0-M4', 'ts': 1576002158000}, {'name': '1.0.0-M1a', 'ts': 1568716493000}, {'name': '0.9.0', 'ts': 1562756633000}, {'name': '0.9.0-M2', 'ts': 1556533593000}, {'name': '0.9.0-M1', 'ts': 1553701059000}, {'name': '1.3.0', 'ts': 1601483159000}, {'name': '1.4.0', 'ts': 1603909340000}, {'name': '1.5.1', 'ts': 1608623156000}, {'name': '1.5.0', 'ts': 1607609389000}, {'name': '1.0.0', 'ts': 1576155435000}, {'name': '1.1.5', 'ts': 1598351107000}, {'name': '1.1.0', 'ts': 1588144754000}, {'name': '1.1.3', 'ts': 1595245128000}, {'name': '1.1.1', 'ts': 1589201912000}, {'name': '1.1.2', 'ts': 1593608714000}, {'name': '1.2.0', 'ts': 1598871066000}, {'name': '1.2.1', 'ts': 1599567967000}, {'name': '1.1.0-M2', 'ts': 1582287970000}]"
com.github.alaisi.pgasync:postgres-async-driver,com.github.alaisi.pgasync:postgres-async-driver:0.9,0.9,1465554241000,0,4,2,git@github.com:alaisi/postgres-async-driver.git,alaisi,postgres-async-driver,https://api.github.com/repos/alaisi/postgres-async-driver/languages,Java,True,"[{'name': '0.4', 'ts': 1423815005000}, {'name': '0.9', 'ts': 1465554241000}, {'name': '0.8', 'ts': 1462295232000}, {'name': '0.3', 'ts': 1417722922000}, {'name': '0.7', 'ts': 1449035940000}, {'name': '0.6', 'ts': 1434044392000}, {'name': '0.5', 'ts': 1430860419000}, {'name': '0.2', 'ts': 1411470196000}]"
com.lyra:server-rest-sdk,com.lyra:server-rest-sdk:2.2.0,2.2.0,1572874562000,0,6,2,https://github.com/lyra/rest-api-server-java-sdk,lyra,rest-api-server-java-sdk,https://api.github.com/repos/lyra/rest-api-server-java-sdk/languages,Java,True,"[{'name': '1.0.2', 'ts': 1559292180000}, {'name': '1.0.1', 'ts': 1559120751000}, {'name': '1.0.0', 'ts': 1555487589000}, {'name': '2.0.0', 'ts': 1568300008000}, {'name': '2.1.0', 'ts': 1571651033000}, {'name': '2.2.0', 'ts': 1572874562000}]"
br.com.progolden:dne-utils,br.com.progolden:dne-utils:1.0.0-RC4,1.0.0-RC4,1404257386000,0,7,3,https://github.com/progolden/dne-utils,progolden,dne-utils,https://api.github.com/repos/progolden/dne-utils/languages,Java,True,"[{'name': '1.0.0-RC4', 'ts': 1404257386000}, {'name': '1.0.0-RC1', 'ts': 1398807245000}, {'name': '1.0.0-RC2', 'ts': 1398808478000}, {'name': '1.0.0-RC3', 'ts': 1398901316000}]"
org.zkoss:zkgooglecharts,org.zkoss:zkgooglecharts:0.3.0,0.3.0,1464547015000,0,7,4,https://github.com/connollyst/zkgooglecharts,connollyst,zkgooglecharts,https://api.github.com/repos/connollyst/zkgooglecharts/languages,Java,True,"[{'name': '0.1', 'ts': 1421686948000}, {'name': '0.3.0', 'ts': 1464547015000}, {'name': '0.1.6', 'ts': 1423310370000}, {'name': '0.1.5', 'ts': 1422439603000}, {'name': '0.1.2', 'ts': 1421866623000}, {'name': '0.1.9', 'ts': 1424796102000}, {'name': '0.1.1', 'ts': 1421764207000}, {'name': '0.1.7', 'ts': 1423568916000}, {'name': '0.1.8', 'ts': 1423577164000}, {'name': '0.1.4', 'ts': 1422017216000}, {'name': '0.1.3', 'ts': 1421928467000}, {'name': '0.2.2', 'ts': 1425407866000}, {'name': '0.2.1', 'ts': 1424883934000}]"
com.power4j:idempotent-guard-spring-boot-starter,com.power4j:idempotent-guard-spring-boot-starter:1.0.1,1.0.1,1678775062000,0,8,7,https://github.com/power4j/idempotent-guard/idempotent-guard-bom/idempotent-guard-build/idempotent-guard-spring-boot-starter,power4j,idempotent-guard,https://api.github.com/repos/power4j/idempotent-guard/languages,Java,True,"[{'name': '1.0.1', 'ts': 1678775062000}, {'name': '1.0.0', 'ts': 1678764131000}]"
io.github.jodavimehran:code-tracker,io.github.jodavimehran:code-tracker:2.6,2.6,1705368759000,0,17,15,https://github.com/jodavimehran/code-tracker,jodavimehran,code-tracker,https://api.github.com/repos/jodavimehran/code-tracker/languages,Java,True,"[{'name': '2.3', 'ts': 1698516952000}, {'name': '2.4', 'ts': 1699021930000}, {'name': '2.6', 'ts': 1705368759000}, {'name': '2.5', 'ts': 1703199045000}, {'name': '1.0', 'ts': 1659479487000}]"
com.fuzhutech:fuzhutech-mybatis-generator,com.fuzhutech:fuzhutech-mybatis-generator:1.0.0,1.0.0,1495633811000,0,3,2,https://github.com/fuzhutech/fuzhutech-mybatis-generator,fuzhutech,fuzhutech-mybatis-generator,https://api.github.com/repos/fuzhutech/fuzhutech-mybatis-generator/languages,Java,True,"[{'name': '1.0.0', 'ts': 1495633811000}]"
com.theoryinpractise:halbuilder-jaxrs,com.theoryinpractise:halbuilder-jaxrs:2.0.1,2.0.1,1471341516000,0,7,4,http://github.com/HalBuilder/halbuilder-jaxrs,HalBuilder,halbuilder-jaxrs,https://api.github.com/repos/HalBuilder/halbuilder-jaxrs/languages,Java,True,"[{'name': '2.0.1', 'ts': 1471341516000}, {'name': '1.1.1', 'ts': 1413687312000}, {'name': '1.0.1', 'ts': 1411515001000}]"
com.nectify:hornet-connector-java,com.nectify:hornet-connector-java:0.3.0,0.3.0,1329734867000,0,4,3,git@github.com:nectify/hornet-connector-java.git,nectify,hornet-connector-java,https://api.github.com/repos/nectify/hornet-connector-java/languages,Java,True,"[{'name': '0.1.0', 'ts': 1309374378000}, {'name': '0.2.0', 'ts': 1309542037000}, {'name': '0.3.0', 'ts': 1329734867000}]"
de.powerstat.validation:validation,de.powerstat.validation:validation:3.0.0,3.0.0,1698755129000,0,15,4,https://github.com/PowerStat/Validation,PowerStat,Validation,https://api.github.com/repos/PowerStat/Validation/languages,Java,True,"[{'name': '3.0.0', 'ts': 1698755129000}, {'name': '1.0', 'ts': 1565456026000}, {'name': '2.1', 'ts': 1589279742000}, {'name': '2.2', 'ts': 1589302291000}]"
com.github.charithe:functional-java-plus,com.github.charithe:functional-java-plus:0.0.2,0.0.2,1434807147000,0,3,1,https://github.com/charithe/functional-java-plus,charithe,functional-java-plus,https://api.github.com/repos/charithe/functional-java-plus/languages,Java,True,"[{'name': '0.0.2', 'ts': 1434807147000}]"
dev.stratospheric:cdk-constructs,dev.stratospheric:cdk-constructs:0.1.15,0.1.15,1718109160000,0,4,2,https://github.com/stratospheric-dev/cdk-constructs,stratospheric-dev,cdk-constructs,https://api.github.com/repos/stratospheric-dev/cdk-constructs/languages,Java,True,"[{'name': '0.1.15', 'ts': 1718109160000}, {'name': '0.1.14', 'ts': 1709908264000}, {'name': '0.1.1', 'ts': 1649851068000}, {'name': '0.1.4', 'ts': 1649892614000}, {'name': '0.1.2', 'ts': 1649851937000}, {'name': '0.1.0', 'ts': 1641966627000}, {'name': '0.1.6', 'ts': 1650375682000}, {'name': '0.1.9', 'ts': 1651764243000}, {'name': '0.1.5', 'ts': 1650037391000}, {'name': '0.1.3', 'ts': 1649875168000}, {'name': '0.1.7', 'ts': 1650375754000}, {'name': '0.1.8', 'ts': 1651702926000}, {'name': '0.1.11', 'ts': 1658498530000}, {'name': '0.1.10', 'ts': 1658498000000}, {'name': '0.1.12', 'ts': 1664197063000}, {'name': '0.1.13', 'ts': 1664200968000}, {'name': '0.0.20', 'ts': 1617627931000}, {'name': '0.0.22', 'ts': 1624480511000}, {'name': '0.0.23', 'ts': 1626435997000}, {'name': '0.0.27', 'ts': 1637082118000}, {'name': '0.0.26', 'ts': 1632623136000}, {'name': '0.0.21', 'ts': 1623302510000}, {'name': '0.0.24', 'ts': 1628296564000}, {'name': '0.0.25', 'ts': 1630843100000}, {'name': '0.0.28', 'ts': 1637240857000}, {'name': '0.0.17', 'ts': 1613052354000}, {'name': '0.0.18', 'ts': 1613653438000}, {'name': '0.0.16', 'ts': 1613050662000}, {'name': '0.0.19', 'ts': 1613936050000}]"
network.oxalis.vefa:peppol-icd,network.oxalis.vefa:peppol-icd:3.7.0,3.7.0,1723302554000,1,6,1,https://github.com/OxalisCommunity/vefa-peppol,OxalisCommunity,vefa-peppol,https://api.github.com/repos/OxalisCommunity/vefa-peppol/languages,Java,True,"[{'name': '3.6.0', 'ts': 1716136687000}, {'name': '3.7.0', 'ts': 1723302554000}, {'name': '3.5.0', 'ts': 1709539431000}, {'name': '3.3.0', 'ts': 1697295774000}, {'name': '3.3.1', 'ts': 1699872111000}, {'name': '3.4.0', 'ts': 1702084440000}, {'name': '1.2.RC4', 'ts': 1614114978000}, {'name': '3.0.0', 'ts': 1680978306000}, {'name': '3.1.0', 'ts': 1686975971000}, {'name': '3.2.0', 'ts': 1693069163000}, {'name': '3.0.0-RC1', 'ts': 1683827658000}, {'name': '2.0.1', 'ts': 1620666387000}, {'name': '2.0.2', 'ts': 1628343044000}, {'name': '2.0.0', 'ts': 1616237430000}, {'name': '2.2.0', 'ts': 1653498704000}, {'name': '2.1.0', 'ts': 1647606616000}, {'name': '2.3.0', 'ts': 1655042753000}, {'name': '2.4.0', 'ts': 1659117866000}, {'name': '2.5.0', 'ts': 1672664864000}, {'name': '2.0.0.RC1', 'ts': 1614788251000}]"
de.frachtwerk:essencium-backend-storage-module,de.frachtwerk:essencium-backend-storage-module:0.17.0,0.17.0,1718624951000,0,5,5,https://github.com/Frachtwerk/essencium-backend-file-storage/tree/main,Frachtwerk,essencium-backend-file-storage,https://api.github.com/repos/Frachtwerk/essencium-backend-file-storage/languages,Java,True,"[{'name': '0.17.0', 'ts': 1718624951000}, {'name': '0.16.1', 'ts': 1713435227000}, {'name': '0.15.0', 'ts': 1708949283000}, {'name': '0.16.0', 'ts': 1712214472000}, {'name': '0.14.3', 'ts': 1703261537000}, {'name': '0.14.4', 'ts': 1704699189000}, {'name': '0.14.1', 'ts': 1698217023000}, {'name': '0.14.5', 'ts': 1705307275000}, {'name': '0.14.2', 'ts': 1701076992000}, {'name': '0.14.6', 'ts': 1706090149000}, {'name': '0.14.0', 'ts': 1696241648000}]"
com.sqlancer:sqlancer,com.sqlancer:sqlancer:2.0.0,2.0.0,1642025261000,0,12,11,https://github.com/sqlancer/sqlancer/,sqlancer,sqlancer,https://api.github.com/repos/sqlancer/sqlancer/languages,Java,True,"[{'name': '1.0', 'ts': 1611261415000}, {'name': '2.0.0', 'ts': 1642025261000}, {'name': '1.0.1', 'ts': 1611349062000}, {'name': '1.1.0', 'ts': 1611481998000}]"
de.vandermeer:ascii-utf-themes,de.vandermeer:ascii-utf-themes:0.0.1,0.0.1,1491317289000,10,3,1,https://github.com/vdmeer/ascii-utf-themes,vdmeer,ascii-utf-themes,https://api.github.com/repos/vdmeer/ascii-utf-themes/languages,Java,True,"[{'name': '0.0.1', 'ts': 1491317289000}]"
com.abstratt:cloudfier-maven-plugin,com.abstratt:cloudfier-maven-plugin:1.0.13,1.0.13,1588107546000,0,6,5,github.com:abstratt/cloudfier-maven-plugin.git,abstratt,cloudfier-maven-plugin,https://api.github.com/repos/abstratt/cloudfier-maven-plugin/languages,Java,True,"[{'name': '1.0.8', 'ts': 1455200413000}, {'name': '1.0.5', 'ts': 1455147848000}, {'name': '0.11.2', 'ts': 1429820445000}, {'name': '0.11.3', 'ts': 1429840587000}, {'name': '0.12.0', 'ts': 1429907547000}, {'name': '1.0.13', 'ts': 1588107546000}]"
com.sachinhandiekar:jInstagram,com.sachinhandiekar:jInstagram:1.2.2,1.2.2,1502531439000,0,9,4,git@github.com:sachin-handiekar/jInstagram.git,sachin-handiekar,jInstagram,https://api.github.com/repos/sachin-handiekar/jInstagram/languages,Java,True,"[{'name': '1.0.10', 'ts': 1411803097000}, {'name': '1.1.8', 'ts': 1470468775000}, {'name': '1.1.5', 'ts': 1449311781000}, {'name': '1.1.6', 'ts': 1455906555000}, {'name': '1.1.9', 'ts': 1484473094000}, {'name': '1.1.3', 'ts': 1439814698000}, {'name': '1.1.7', 'ts': 1465056808000}, {'name': '1.1.1', 'ts': 1439812730000}, {'name': '1.1.2', 'ts': 1439813430000}, {'name': '1.1.4', 'ts': 1441532336000}, {'name': '1.0.8', 'ts': 1405319238000}, {'name': '1.0.9', 'ts': 1407439443000}, {'name': '1.0.1', 'ts': 1359921317000}, {'name': '1.0.5', 'ts': 1382111474000}, {'name': '1.0.4', 'ts': 1373922490000}, {'name': '1.0.6', 'ts': 1392491286000}, {'name': '1.0.3', 'ts': 1370158243000}, {'name': '1.0.2', 'ts': 1366463266000}, {'name': '1.0.7', 'ts': 1400392076000}, {'name': '1.2.0', 'ts': 1491665648000}, {'name': '1.2.1', 'ts': 1494179447000}, {'name': '1.2.2', 'ts': 1502531439000}]"
